t_ms,chipC,skinC,modemC,freqMhz,maxMhz,nomMaxMhz,cores,gpuPct,headroomPct,thermalStatus,fps,mbps,latMs,lossPct,frameTgtMs,frameActMs,battLevel,battCurMa,battMv,action,load,netTier
347821,61.0,39.1,55.2,1550,1584,3442,8,66.8,79.6,3,1.1,10.1,25.4,0.0,8.3,900.0,47.0,-531.0,3693.0,11,0.85,2
350149,58.3,39.2,53.6,1440,1584,3442,8,2.4,79.6,3,1.1,10.1,22.7,0.0,8.3,875.8,47.0,-222.0,3693.0,11,0.85,2
352174,57.9,39.2,52.9,1440,1584,3442,8,1.7,79.6,3,1.0,10.1,29.4,0.0,8.3,954.5,47.0,-277.0,3693.0,11,0.85,2
354282,57.9,39.1,52.5,1440,1584,3442,8,1.6,79.6,3,1.2,10.1,39.0,0.0,8.3,851.8,47.0,-527.0,3693.0,11,0.85,2
356302,57.9,39.1,52.9,1440,1584,3442,8,1.6,79.6,3,1.1,8.8,51.0,0.0,8.3,938.2,47.0,-597.0,3693.0,11,0.85,2
358339,58.3,39.1,53.2,1469,1584,3442,8,1.7,79.6,3,1.1,10.7,328.7,0.0,8.3,898.7,47.0,-387.0,3693.0,11,0.85,2
360717,58.3,39.1,52.9,1440,1584,3442,8,1.6,79.6,3,1.0,11.4,23.7,0.0,8.3,956.7,47.0,-437.0,3693.0,11,0.85,2
362787,57.5,39.1,52.5,1440,1584,3442,8,5.0,79.6,3,1.1,12.0,23.5,0.0,8.3,906.3,47.0,-317.0,3693.0,11,0.85,2
364803,58.3,39.1,53.2,1584,1584,3442,8,1.8,79.6,3,1.1,12.5,319.0,0.0,8.3,919.6,47.0,-520.0,3693.0,11,0.85,2
366840,57.9,39.1,53.2,1440,1584,3442,8,2.0,79.6,3,1.0,12.2,38.9,0.0,8.3,1008.0,47.0,-408.0,3693.0,11,0.85,2
368915,57.5,39.1,52.9,1440,1584,3442,8,1.8,79.6,3,1.0,12.1,36.4,0.0,8.3,958.1,47.0,-509.0,3693.0,11,0.85,2
370936,58.3,39.1,53.2,1440,1584,3442,8,1.6,79.6,3,1.0,12.3,29.5,0.0,8.3,976.5,47.0,-503.0,3693.0,11,0.85,2
373019,57.9,39.1,53.2,1526,1584,3442,8,1.7,79.6,3,1.0,12.0,29.3,0.0,8.3,1011.5,47.0,-378.0,3693.0,11,0.85,2
375072,57.9,39.1,53.2,1584,1584,3442,8,1.6,79.7,3,1.1,12.0,35.1,0.0,8.3,924.0,47.0,-464.0,3690.0,11,0.85,2
377086,58.7,39.1,53.6,1584,1584,3442,8,1.7,79.6,3,1.1,12.3,28.2,0.0,8.3,912.9,47.0,-427.0,3690.0,11,0.85,2
379122,57.9,39.1,53.2,1440,1584,3442,8,1.6,79.6,3,1.1,12.4,35.8,0.0,8.3,895.1,47.0,-427.0,3690.0,11,0.85,2
381138,58.7,39.1,54.0,1440,1584,3442,8,1.6,79.6,3,1.0,12.6,51.6,0.0,8.3,959.1,47.0,-603.0,3690.0,11,0.85,2
383156,57.9,39.1,53.2,1440,1584,3442,8,1.6,79.6,3,1.2,12.5,24.1,0.0,8.3,847.6,47.0,-519.0,3690.0,11,0.85,2
385193,58.7,39.1,53.6,1440,1584,3442,8,1.6,79.7,3,0.9,12.4,27.6,0.0,8.3,1154.3,47.0,-654.0,3690.0,11,0.85,2
387247,64.5,39.1,56.0,2009,2040,3442,8,21.5,79.6,3,1.1,12.4,28.4,0.0,8.3,904.9,47.0,-1291.0,3690.0,11,0.85,2
389328,66.0,39.1,57.5,1925,2040,3442,8,60.7,79.7,3,1.0,8.9,28.7,0.0,8.3,980.2,47.0,-916.0,3690.0,11,0.85,2
391436,69.0,39.1,58.3,2040,2040,3442,8,58.6,79.7,3,1.2,6.3,24.7,0.0,8.3,821.6,47.0,-1951.0,3690.0,11,0.85,2
393455,63.7,39.1,57.1,1440,1584,3442,8,30.9,79.7,3,1.2,7.0,43.3,0.0,8.3,842.8,47.0,-496.0,3690.0,11,0.85,2
395472,59.8,39.1,54.8,1550,1584,3442,8,11.0,79.6,3,1.2,6.0,23.6,0.0,8.3,850.1,47.0,-428.0,3690.0,11,0.85,2
397596,59.8,39.1,54.4,1440,1584,3442,8,11.9,79.6,3,1.1,6.0,105.4,0.0,8.3,950.1,47.0,-559.0,3690.0,11,0.85,2
399614,58.7,39.1,54.0,1440,1584,3442,8,15.3,79.6,3,1.2,6.0,54.7,0.0,8.3,850.0,47.0,-554.0,3690.0,11,0.85,2
401749,58.3,39.1,52.9,1440,1584,3442,8,12.5,79.6,3,1.1,6.0,99.0,0.0,8.3,950.6,47.0,-226.0,3690.0,11,0.85,2
403762,57.5,39.1,52.9,1440,1584,3442,8,11.0,79.6,3,1.2,3.5,90.3,0.0,8.3,811.0,47.0,-454.0,3690.0,11,0.85,2
405778,58.7,39.1,53.2,1440,1584,3442,8,16.0,79.6,3,1.1,5.5,79.8,0.0,8.3,948.7,47.0,-701.0,3690.0,11,0.85,2
407805,57.9,39.2,53.2,1440,1584,3442,8,20.5,79.6,3,1.2,7.7,33.8,0.0,8.3,806.0,47.0,-360.0,3690.0,11,0.85,2
409852,58.7,39.1,53.2,1440,1584,3442,8,15.0,79.6,3,1.1,10.1,40.2,0.0,8.3,915.1,47.0,-276.0,3690.0,11,0.85,2
411869,57.5,39.2,52.9,1440,1584,3442,8,11.0,79.6,3,1.2,11.5,25.5,0.0,8.3,848.8,47.0,-425.0,3690.0,11,0.85,2
413952,57.9,39.2,53.6,1440,1584,3442,8,11.4,79.6,3,1.2,12.3,81.2,0.0,8.3,848.4,47.0,-434.0,3690.0,11,0.85,2
416075,57.9,39.2,53.6,1512,1584,3442,8,17.0,79.6,3,1.0,12.6,69.0,0.0,8.3,1042.0,47.0,-753.0,3690.0,11,0.85,2
418109,57.5,39.2,53.2,1440,1584,3442,8,12.5,79.6,3,1.2,12.6,31.1,0.0,8.3,849.2,47.0,-281.0,3690.0,11,0.85,2
420188,57.1,39.2,52.9,1440,1584,3442,8,8.7,79.6,3,1.1,10.8,70.1,0.0,8.3,904.4,47.0,-347.0,3690.0,11,0.85,2
422248,57.9,39.2,53.6,1440,1584,3442,8,14.6,79.6,3,1.2,8.8,49.7,0.0,8.3,831.6,47.0,-799.0,3690.0,11,0.85,2
424364,57.9,39.2,53.2,1584,1584,3442,8,20.6,79.7,3,1.2,9.5,30.6,0.0,8.3,826.8,47.0,-352.0,3690.0,11,0.85,2
426382,66.3,39.2,57.1,2011,2011,3442,8,54.6,79.7,3,1.2,10.9,44.5,0.0,8.3,802.3,47.0,-932.0,3690.0,11,0.85,2
428397,61.4,39.2,55.6,1886,2011,3442,8,0.0,79.7,3,1.7,12.8,30.3,0.0,8.3,598.5,47.0,-863.0,3690.0,11,0.85,2
430418,63.6,39.2,56.3,2011,2011,3442,8,0.0,79.7,3,1.6,13.9,24.5,0.0,8.3,620.0,47.0,-828.0,3690.0,11,0.85,2
432445,58.7,39.2,54.4,2011,2011,3442,8,0.0,79.7,3,8.2,8.6,28.4,0.0,8.3,121.4,47.0,-151.0,3690.0,0,0.40,0
434456,57.9,39.2,53.6,2011,2011,3442,8,0.0,79.7,3,12.2,4.5,34.3,0.0,8.3,81.7,47.0,-271.0,3690.0,0,0.40,0
436468,57.9,39.2,52.9,2011,2011,3442,8,0.0,79.7,3,12.0,2.5,31.2,0.0,8.3,83.4,47.0,-235.0,3689.0,0,0.40,0
438480,59.4,39.1,53.2,2011,2011,3442,8,0.0,79.7,3,12.5,1.5,58.9,0.0,8.3,80.1,47.0,-496.0,3689.0,3,0.45,0
440492,60.2,39.1,53.2,2011,2011,3442,8,0.0,79.7,3,12.6,1.0,38.5,0.0,8.3,79.6,47.0,-427.0,3689.0,3,0.49,0
442504,60.6,39.1,53.2,2011,2011,3442,8,4.8,79.7,3,12.8,0.8,28.3,0.0,8.3,78.1,47.0,-363.0,3689.0,3,0.51,0
444519,60.2,39.1,53.2,2011,2011,3442,8,0.0,79.7,3,13.0,0.7,33.4,0.0,8.3,77.1,47.0,-333.0,3689.0,3,0.52,0
446530,59.4,39.1,53.6,2011,2011,3442,8,0.0,79.7,3,13.1,0.7,40.1,0.0,8.3,76.4,47.0,-298.0,3689.0,3,0.53,0
448544,58.7,39.1,52.9,2011,2011,3442,8,0.0,79.7,3,13.0,0.6,34.3,0.0,8.3,76.7,47.0,-245.0,3689.0,3,0.54,0
450557,57.5,39.1,52.1,2011,2011,3442,8,0.0,79.7,3,12.8,0.6,39.3,0.0,8.3,78.1,47.0,-217.0,3689.0,3,0.54,0
452568,57.4,39.1,52.5,2011,2011,3442,8,0.0,79.7,3,12.5,0.6,34.2,0.0,8.3,80.1,47.0,-224.0,3689.0,3,0.55,0
454580,57.5,39.1,52.5,2011,2011,3442,8,0.0,79.8,3,13.0,0.6,22.9,0.0,8.3,77.0,47.0,-243.0,3689.0,3,0.55,0
456594,57.4,39.1,52.1,2011,2011,3442,8,0.0,79.8,3,12.8,0.6,45.3,0.0,8.3,77.8,47.0,-260.0,3689.0,3,0.55,0
458604,57.7,39.1,52.1,2011,2011,3442,8,0.0,79.8,3,12.9,0.6,51.0,0.0,8.3,77.7,47.0,-260.0,3689.0,3,0.55,0
460616,57.1,39.1,51.7,2011,2011,3442,8,0.0,79.8,3,12.7,0.6,30.4,0.0,8.3,78.5,47.0,-220.0,3689.0,3,0.55,0
462625,57.9,39.1,52.1,2011,2011,3442,8,0.0,79.8,3,12.7,0.6,25.1,0.0,8.3,78.8,47.0,-268.0,3689.0,3,0.55,0
464639,57.1,39.0,52.1,2011,2011,3442,8,0.0,79.9,3,12.4,0.6,39.7,0.0,8.3,80.5,47.0,-295.0,3689.0,3,0.55,0
466657,57.1,39.0,51.7,1714,2011,3442,8,0.0,79.9,3,13.3,0.6,27.9,0.0,8.3,75.3,47.0,-198.0,3689.0,3,0.55,0
468674,56.3,39.0,51.7,1613,2011,3442,8,0.0,79.9,3,11.9,0.6,24.2,0.0,8.3,83.7,47.0,-272.0,3689.0,3,0.55,0
470698,56.3,39.0,51.7,1728,2011,3442,8,0.0,79.9,3,11.7,0.6,39.3,0.0,7.8,85.7,47.0,-155.0,3689.0,3,0.55,0
472716,57.9,39.0,52.1,2011,2011,3442,8,0.0,80.0,3,12.3,0.6,34.6,0.0,7.8,81.0,47.0,-297.0,3689.0,3,0.55,0
474727,57.7,39.0,51.7,2011,2011,3442,8,6.1,80.0,3,12.2,0.6,27.9,0.0,7.8,81.8,47.0,-292.0,3689.0,3,0.55,0
42,49.8,38.6,46.7,1368,2011,3442,8,0.0,80.7,2,129.0,0.0,-1.0,-1.0,7.8,7.8,47.0,-153.0,3709.0,0,0.00,0
2025,52.1,38.6,47.1,1714,2011,3442,8,0.0,80.7,2,8.9,0.6,28.4,0.0,7.8,112.1,47.0,-61.0,3709.0,-1,0.40,0
4040,51.3,38.6,47.8,1714,2011,3442,8,0.0,80.7,2,11.9,0.6,30.5,0.0,7.8,84.3,47.0,-31.0,3709.0,0,0.40,0
6061,52.1,38.5,47.8,1714,2011,3442,8,0.0,80.7,2,11.9,0.6,31.4,0.0,7.8,83.9,47.0,-129.0,3709.0,0,0.40,0
8072,52.5,38.5,47.5,1714,2011,3442,8,19.0,80.8,2,12.2,0.6,25.1,0.0,7.8,82.2,47.0,-221.0,3709.0,0,0.40,0
10084,51.7,38.5,47.1,1714,2011,3442,8,0.0,80.8,2,11.9,0.6,33.5,0.0,7.8,83.8,47.0,-97.0,3709.0,0,0.40,0
12097,52.1,38.5,47.5,1714,2011,3442,8,0.0,80.8,2,12.0,0.6,24.4,0.0,7.8,83.1,47.0,-69.0,3709.0,0,0.40,0
14107,51.7,38.5,47.5,1714,2011,3442,8,0.0,80.8,2,12.4,0.6,38.9,0.0,7.8,80.8,47.0,-131.0,3709.0,0,0.40,0
16121,52.1,38.5,47.1,1714,2011,3442,8,0.0,80.8,2,12.3,0.6,26.0,0.0,7.8,81.6,47.0,-114.0,3709.0,0,0.40,0
18130,50.5,38.5,47.5,1714,2011,3442,8,0.0,80.8,2,11.5,0.6,38.8,0.0,7.8,86.6,47.0,-54.0,3709.0,0,0.40,0
20146,50.5,38.4,47.1,1627,2011,3442,8,0.0,80.8,2,11.6,0.6,27.0,0.0,7.8,86.1,47.0,-44.0,3709.0,0,0.40,0
22162,51.7,38.4,47.5,1714,2011,3442,8,0.0,80.8,2,11.6,0.6,29.9,0.0,7.8,85.9,47.0,-31.0,3709.0,0,0.40,0
24181,50.5,38.4,47.5,1166,2011,3442,8,0.0,80.8,2,11.6,0.6,33.8,0.0,7.8,86.1,47.0,31.0,3709.0,0,0.40,0
26191,51.3,38.4,47.1,1714,2011,3442,8,0.0,80.9,2,11.7,0.6,32.6,0.0,7.8,85.8,47.0,-60.0,3709.0,0,0.40,0
28204,50.9,38.4,47.1,1714,2011,3442,8,0.0,80.9,2,11.7,0.6,28.5,0.0,7.8,85.2,47.0,-20.0,3709.0,0,0.40,0
30215,51.3,38.4,47.5,1714,2011,3442,8,0.0,80.9,2,12.1,0.6,26.4,0.0,7.8,83.0,47.0,-140.0,3709.0,0,0.40,0
32229,52.1,38.4,47.5,1714,2011,3442,8,0.0,81.0,2,12.2,0.6,43.9,0.0,7.8,81.8,47.0,-86.0,3706.0,0,0.40,0
34241,51.3,38.4,47.5,1714,2011,3442,8,0.0,81.0,2,12.2,0.6,40.4,0.0,7.8,82.1,47.0,-17.0,3706.0,0,0.40,0
36253,51.7,38.3,47.8,2011,2011,3442,8,0.0,81.0,2,11.8,0.6,25.9,0.0,7.8,84.7,47.0,-74.0,3706.0,0,0.40,0
38267,52.5,38.3,48.2,2011,2011,3442,8,0.0,81.0,2,11.9,0.6,28.2,0.0,7.8,84.4,47.0,-184.0,3706.0,0,0.40,0
40280,52.9,38.3,48.6,1738,2011,3442,8,21.9,81.0,2,11.5,0.6,36.4,0.0,7.8,87.1,47.0,-156.0,3706.0,0,0.40,0
42331,56.7,38.3,50.5,1742,2011,3442,8,0.0,81.0,2,1.8,0.6,35.4,0.0,7.8,556.1,47.0,-261.0,3706.0,11,0.85,2
44346,57.0,38.3,50.5,2011,2011,3442,8,0.0,81.1,2,1.5,0.6,37.9,0.0,7.8,655.7,47.0,-430.0,3706.0,-1,0.85,2
46359,57.4,38.2,50.9,2011,2011,3442,8,0.0,81.1,2,1.9,0.6,38.3,0.0,7.8,536.8,47.0,-411.0,3706.0,11,0.85,2
48410,58.3,38.2,50.9,1742,2011,3442,8,0.0,81.1,2,1.6,0.6,43.8,0.0,7.8,644.5,47.0,-431.0,3706.0,11,0.85,2
50424,57.5,38.2,50.9,2011,2011,3442,8,0.0,81.0,2,1.8,0.6,35.4,0.0,7.8,546.9,47.0,-482.0,3706.0,11,0.85,2
357,55.2,38.2,48.6,2011,2011,3442,8,0.0,81.0,2,129.0,0.0,74.4,0.0,7.8,7.8,47.0,-729.0,3706.0,0,0.00,0
2345,57.9,38.2,50.2,2011,2011,3442,8,0.0,81.0,2,1.3,10.2,72.2,0.0,7.8,749.1,47.0,-616.0,3706.0,11,0.85,2
4569,59.3,38.2,50.9,2011,2011,3442,8,16.1,81.0,2,1.9,12.1,65.9,0.0,7.8,520.0,47.0,-704.0,3706.0,11,0.85,2
6594,59.7,38.2,51.7,2011,2011,3442,8,0.0,81.0,2,1.7,13.0,30.0,0.0,7.8,573.9,47.0,-417.0,3706.0,11,0.85,2
8702,60.1,38.2,51.7,2011,2011,3442,8,0.0,81.0,2,1.5,13.6,28.9,0.0,7.8,648.0,47.0,-827.0,3706.0,11,0.85,2
10724,54.8,38.2,51.7,1008,2011,3442,8,0.0,81.0,2,1.7,13.8,28.8,0.0,7.8,603.7,47.0,-425.0,3706.0,11,0.85,2
12783,60.1,38.2,52.5,2011,2011,3442,8,0.0,81.0,2,1.7,13.9,29.5,0.0,7.8,599.4,47.0,-719.0,3706.0,11,0.85,2
14826,67.4,38.2,55.6,2069,2069,3442,8,26.1,81.0,2,1.5,13.4,28.1,0.0,7.8,685.7,47.0,-1708.0,3706.0,11,0.85,2
16845,61.0,38.2,55.2,1440,1651,3442,8,51.7,81.0,2,1.2,12.6,29.4,0.0,7.8,860.2,47.0,-396.0,3706.0,11,0.85,2
18872,58.3,38.2,52.9,1440,1651,3442,8,12.0,81.0,2,1.2,11.6,23.3,0.0,7.8,808.0,47.0,-380.0,3706.0,11,0.85,2
20915,57.1,38.2,52.5,1440,1651,3442,8,10.7,81.0,2,1.1,12.4,78.2,0.0,7.8,901.3,47.0,-603.0,3706.0,11,0.85,2
22962,57.5,38.2,52.5,1440,1651,3442,8,18.5,80.9,2,1.1,12.4,35.6,0.0,7.8,870.3,47.0,-582.0,3706.0,11,0.85,2
24983,57.5,38.2,52.5,1440,1651,3442,8,12.5,80.9,2,1.1,8.9,70.9,0.0,7.8,900.4,47.0,-427.0,3706.0,11,0.85,2
27001,56.0,38.2,52.1,1440,1651,3442,8,5.4,80.9,2,1.1,6.3,24.7,0.0,7.8,895.6,47.0,-807.0,3706.0,11,0.85,2
29036,56.0,38.2,51.3,1651,1651,3442,8,12.5,80.8,2,1.2,6.2,79.5,0.0,7.8,812.8,47.0,-779.0,3706.0,11,0.85,2
31053,56.0,38.2,52.1,1440,1651,3442,8,20.8,80.8,2,1.2,8.1,40.3,0.0,7.8,808.4,47.0,-393.0,3706.0,11,0.85,2
33194,55.6,38.2,51.7,1440,1651,3442,8,20.1,80.8,2,1.1,10.4,24.1,0.0,7.8,949.6,47.0,-393.0,3706.0,11,0.85,2
35240,62.8,38.2,55.2,2069,2069,3442,8,47.1,80.8,2,1.4,11.2,26.7,0.0,7.8,712.7,47.0,-915.0,3675.0,11,0.85,2
37253,64.7,38.2,55.2,2390,2390,3442,8,0.0,80.8,2,1.8,12.9,23.2,0.0,7.8,564.7,47.0,-980.0,3675.0,11,0.85,2
39266,64.7,38.2,55.6,2390,2390,3442,8,0.0,80.8,2,1.9,14.4,29.9,0.0,7.8,519.2,47.0,-894.0,3675.0,11,0.85,2
144,50.8,37.7,45.1,2390,2390,3442,8,0.0,81.6,2,0.0,0.0,-1.0,-1.0,7.8,33.3,47.0,-803.0,3710.0,-1,1.00,0
2199,59.8,37.7,49.0,2390,2390,3442,8,0.0,81.6,2,1.9,0.0,-1.0,-1.0,7.8,535.5,47.0,-633.0,3710.0,-1,1.00,0
4205,60.5,37.7,49.8,2390,2390,3442,8,0.0,81.6,2,1.9,0.0,-1.0,-1.0,7.8,513.5,47.0,-691.0,3710.0,-1,1.00,0
6227,61.2,37.7,50.2,2390,2390,3442,8,0.0,81.6,2,2.0,0.0,-1.0,-1.0,7.8,501.5,47.0,-446.0,3710.0,-1,1.00,0
8300,61.6,37.7,50.5,2390,2390,3442,8,0.0,81.6,2,1.9,0.0,-1.0,-1.0,7.8,521.8,47.0,-415.0,3710.0,-1,1.00,0
10309,61.7,37.7,50.9,2390,2390,3442,8,0.0,81.6,2,1.9,0.0,-1.0,-1.0,7.8,535.0,47.0,-635.0,3710.0,-1,1.00,0
12334,66.3,37.7,53.2,2184,2184,3442,8,36.1,81.6,2,1.7,0.0,-1.0,-1.0,7.8,596.1,47.0,-1184.0,3710.0,-1,1.00,0
14349,72.1,37.7,54.4,2184,2184,3442,8,29.7,81.6,2,1.2,0.0,-1.0,-1.0,7.8,809.2,47.0,-2169.0,3710.0,-1,1.00,0
16480,59.4,37.7,51.7,1627,1838,3442,8,13.1,81.6,2,1.2,0.0,-1.0,-1.0,7.8,849.3,47.0,-224.0,3710.0,-1,1.00,0
18506,58.7,37.7,50.5,1838,1838,3442,8,14.0,81.5,2,1.2,0.0,-1.0,-1.0,7.8,851.2,47.0,-485.0,3710.0,-1,1.00,0
20559,55.6,37.7,49.4,1627,1838,3442,8,16.7,81.5,2,1.0,0.0,-1.0,-1.0,7.8,954.4,47.0,-10.0,3710.0,-1,1.00,0
22632,62.8,37.7,53.2,2069,2184,3442,8,27.8,81.5,2,1.0,0.0,-1.0,-1.0,7.8,965.2,47.0,-1074.0,3710.0,-1,1.00,0
24641,61.7,37.7,53.6,2054,2390,3442,8,9.3,81.5,2,1.7,0.0,-1.0,-1.0,7.8,592.6,47.0,-464.0,3710.0,-1,1.00,0
26666,63.2,37.6,52.9,2390,2390,3442,8,0.0,81.4,2,1.7,0.0,-1.0,-1.0,7.8,573.7,47.0,-726.0,3710.0,-1,1.00,0
28673,64.0,37.7,53.2,2390,2390,3442,8,0.0,81.4,2,2.2,0.0,-1.0,-1.0,7.8,450.0,47.0,-660.0,3710.0,-1,1.00,0
30682,64.7,37.7,54.0,2390,2390,3442,8,0.0,81.4,2,2.1,0.0,-1.0,-1.0,7.8,486.5,47.0,-788.0,3710.0,-1,1.00,0
33003,64.8,37.6,54.0,2390,2390,3442,8,0.0,81.3,2,2.0,0.0,-1.0,-1.0,7.8,502.3,47.0,-679.0,3710.0,-1,1.00,0
35010,64.7,37.6,54.0,2390,2390,3442,8,0.0,81.3,2,2.2,0.0,-1.0,-1.0,7.8,464.2,47.0,-703.0,3710.0,-1,1.00,0
37022,64.7,37.6,54.0,2390,2390,3442,8,0.0,81.3,2,2.1,0.0,-1.0,-1.0,7.8,486.5,47.0,-661.0,3710.0,-1,1.00,0
39974,67.1,37.6,54.0,2390,2390,3442,8,0.0,81.2,2,2.1,0.0,-1.0,-1.0,7.8,473.4,47.0,-687.0,3710.0,-1,1.00,0
41984,65.1,37.6,54.0,2390,2390,3442,8,0.0,81.2,2,2.1,0.0,-1.0,-1.0,7.8,471.1,47.0,-631.0,3710.0,-1,1.00,0
44042,65.5,37.6,54.8,2390,2390,3442,8,0.0,81.2,2,2.1,0.0,-1.0,-1.0,7.8,486.8,47.0,-733.0,3710.0,-1,1.00,0
46078,65.5,37.6,54.8,2390,2390,3442,8,0.0,81.1,2,2.1,0.0,-1.0,-1.0,7.8,484.7,47.0,-723.0,3710.0,-1,1.00,0
48086,65.6,37.6,54.4,2390,2390,3442,8,0.0,81.1,2,2.2,0.0,-1.0,-1.0,7.8,464.9,47.0,-596.0,3710.0,-1,1.00,0
50094,65.5,37.6,54.8,2390,2390,3442,8,0.0,81.1,2,2.1,0.0,-1.0,-1.0,7.8,472.5,47.0,-619.0,3710.0,-1,1.00,0
52470,65.5,37.6,54.8,2390,2390,3442,8,0.0,81.0,2,2.0,0.0,-1.0,-1.0,7.8,502.0,47.0,-726.0,3710.0,-1,1.00,0
54483,65.9,37.6,54.8,2390,2390,3442,8,0.0,81.0,2,2.2,0.0,-1.0,-1.0,7.8,464.2,47.0,-652.0,3678.0,-1,1.00,0
57186,65.9,37.6,55.2,2390,2390,3442,8,0.0,81.0,2,2.1,0.0,-1.0,-1.0,7.8,487.5,47.0,-732.0,3678.0,-1,1.00,0
59197,65.5,37.6,54.8,2390,2390,3442,8,0.0,80.9,2,2.1,0.0,-1.0,-1.0,7.8,470.1,47.0,-726.0,3678.0,-1,1.00,0
61205,66.7,37.6,55.2,2390,2390,3442,8,0.0,80.9,2,2.1,0.0,-1.0,-1.0,7.8,472.9,47.0,-680.0,3678.0,-1,1.00,0
63258,66.3,37.6,54.8,2390,2390,3442,8,0.0,80.9,2,2.0,0.0,-1.0,-1.0,7.8,502.3,47.0,-733.0,3678.0,-1,1.00,0
65266,62.1,37.6,54.0,2011,2011,3442,8,1.0,80.9,2,1.9,0.0,-1.0,-1.0,7.8,513.0,47.0,-426.0,3678.0,-1,1.00,0
67283,61.0,37.6,53.2,2011,2011,3442,8,0.0,80.9,2,1.7,0.0,-1.0,-1.0,7.8,595.0,47.0,-445.0,3678.0,-1,1.00,0
69667,61.4,37.6,52.9,2011,2011,3442,8,0.0,80.9,2,1.8,0.0,-1.0,-1.0,7.8,556.4,47.0,-416.0,3678.0,-1,1.00,0
71680,60.5,37.6,52.9,2011,2011,3442,8,0.0,80.9,2,1.7,0.0,-1.0,-1.0,7.8,578.2,47.0,-464.0,3678.0,-1,1.00,0
73689,60.2,37.6,52.5,2011,2011,3442,8,0.0,80.8,2,1.9,0.0,-1.0,-1.0,7.8,519.5,47.0,-318.0,3678.0,-1,1.00,0
76500,60.2,37.5,52.5,2011,2011,3442,8,0.0,80.9,2,1.6,0.0,-1.0,-1.0,7.8,642.9,47.0,-364.0,3678.0,-1,1.00,0
78512,62.9,37.5,52.9,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,562.2,47.0,-863.0,3678.0,-1,1.00,0
80520,62.4,37.6,53.2,2011,2011,3442,8,0.0,80.8,2,1.6,0.0,-1.0,-1.0,7.8,618.8,47.0,-436.0,3678.0,-1,1.00,0
82530,62.1,37.5,53.2,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,574.0,47.0,-495.0,3678.0,-1,1.00,0
84538,62.9,37.5,53.6,2270,2270,3442,8,12.4,80.8,2,1.6,0.0,-1.0,-1.0,7.8,643.2,47.0,-1091.0,3678.0,-1,1.00,0
86547,60.6,37.5,53.2,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,573.7,47.0,-422.0,3678.0,-1,1.00,0
88557,60.6,37.5,52.9,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,595.3,47.0,-345.0,3678.0,-1,1.00,0
90566,61.0,37.6,52.5,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,574.0,47.0,-401.0,3678.0,-1,1.00,0
92575,60.2,37.5,52.5,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,574.3,47.0,-345.0,3678.0,-1,1.00,0
94584,60.5,37.5,52.5,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,553.9,47.0,-370.0,3678.0,-1,1.00,0
96593,60.2,37.5,52.9,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,595.3,47.0,-334.0,3678.0,-1,1.00,0
98600,61.6,37.6,53.2,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,554.2,47.0,-460.0,3678.0,-1,1.00,0
100612,60.2,37.5,52.9,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,594.7,47.0,-483.0,3678.0,-1,1.00,0
102623,60.2,37.6,52.5,2011,2011,3442,8,0.0,80.8,2,1.9,0.0,-1.0,-1.0,7.8,536.8,47.0,-469.0,3678.0,-1,1.00,0
104630,61.6,37.6,52.5,2011,2011,3442,8,0.0,80.8,2,1.6,0.0,-1.0,-1.0,7.8,618.5,47.0,-399.0,3678.0,-1,1.00,0
106640,60.2,37.6,52.1,2011,2011,3442,8,0.0,80.8,2,1.9,0.0,-1.0,-1.0,7.8,518.5,47.0,-387.0,3678.0,-1,1.00,0
108701,60.1,37.6,52.1,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,595.3,47.0,-441.0,3678.0,-1,1.00,0
110708,60.8,37.6,52.1,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,549.3,47.0,-357.0,3678.0,-1,1.00,0
112720,59.8,37.6,52.5,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,595.0,47.0,-444.0,3678.0,-1,1.00,0
114729,59.8,37.6,51.7,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,554.8,47.0,-448.0,3685.0,-1,1.00,0
116737,59.8,37.6,52.1,2011,2011,3442,8,0.0,80.8,2,1.7,0.0,-1.0,-1.0,7.8,595.3,47.0,-495.0,3685.0,-1,1.00,0
118754,60.2,37.6,52.1,2011,2011,3442,8,0.0,80.8,2,1.8,0.0,-1.0,-1.0,7.8,554.8,47.0,-454.0,3685.0,-1,1.00,0
